cid,MolecularFormula,MolecularWeight,InChI,IUPACName,XLogP,ExactMass,INCHIKEY,ENVIRONMENTAL_CON_ID,SITE_CODE,ENVIRONMENTAL_COMPARTMENT,SAMPLE_DATE,STRESSOR_ID,STRESSOR_NAME,CAS,MEASURED_VALUE,MEASURED_UNIT,SITE_NAME,LATITUDE,LONGITUDE,COORDINATE_SYSTEM
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576706,HEIA,Freshwater,2019-09-20T00:00:00Z,124,boscalid,188425-85-6,0.029,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576713,HEIA,Freshwater,2019-10-04T00:00:00Z,124,boscalid,188425-85-6,0.028,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
15553,C6H3Cl2NO2,192.00,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)","3,6-dichloropyridine-2-carboxylic acid",2.3,190.9540837,HUBANNPOLNYSAD-UHFFFAOYSA-N,576627,HEIA,Freshwater,2019-06-05T00:00:00Z,1224,clopyralid,1702-17-6,0.11,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
91735,C19H11F5N2O2,394.3,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)","N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",4.6,394.07406841,WYEHFWKAOXOVJD-UHFFFAOYSA-N,576608,HEIA,Freshwater,2019-05-10T00:00:00Z,220,diflufenican,83164-33-4,0.012,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
91735,C19H11F5N2O2,394.3,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)","N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",4.6,394.07406841,WYEHFWKAOXOVJD-UHFFFAOYSA-N,576615,HEIA,Freshwater,2019-05-21T00:00:00Z,220,diflufenican,83164-33-4,0.018,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
91735,C19H11F5N2O2,394.3,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)","N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",4.6,394.07406841,WYEHFWKAOXOVJD-UHFFFAOYSA-N,576624,HEIA,Freshwater,2019-06-05T00:00:00Z,220,diflufenican,83164-33-4,0.034,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
91735,C19H11F5N2O2,394.3,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)","N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",4.6,394.07406841,WYEHFWKAOXOVJD-UHFFFAOYSA-N,576671,HEIA,Freshwater,2019-08-19T00:00:00Z,220,diflufenican,83164-33-4,0.01,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
91735,C19H11F5N2O2,394.3,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)","N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",4.6,394.07406841,WYEHFWKAOXOVJD-UHFFFAOYSA-N,576684,HEIA,Freshwater,2019-08-23T00:00:00Z,220,diflufenican,83164-33-4,0.018,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,576625,HEIA,Freshwater,2019-06-05T00:00:00Z,1879,fluroxypyr,69377-81-7,0.16,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576609,HEIA,Freshwater,2019-05-10T00:00:00Z,316,imidacloprid,105827-78-9,5.3,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576616,HEIA,Freshwater,2019-05-21T00:00:00Z,316,imidacloprid,105827-78-9,0.4,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576626,HEIA,Freshwater,2019-06-05T00:00:00Z,316,imidacloprid,105827-78-9,1.3,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576635,HEIA,Freshwater,2019-06-19T00:00:00Z,316,imidacloprid,105827-78-9,0.21,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576640,HEIA,Freshwater,2019-07-02T00:00:00Z,316,imidacloprid,105827-78-9,1.3,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576649,HEIA,Freshwater,2019-07-16T00:00:00Z,316,imidacloprid,105827-78-9,1.2,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576658,HEIA,Freshwater,2019-08-08T00:00:00Z,316,imidacloprid,105827-78-9,0.84,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576672,HEIA,Freshwater,2019-08-19T00:00:00Z,316,imidacloprid,105827-78-9,1.3,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576685,HEIA,Freshwater,2019-08-23T00:00:00Z,316,imidacloprid,105827-78-9,0.34,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576697,HEIA,Freshwater,2019-09-01T00:00:00Z,316,imidacloprid,105827-78-9,0.97,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576707,HEIA,Freshwater,2019-09-20T00:00:00Z,316,imidacloprid,105827-78-9,0.24,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,576714,HEIA,Freshwater,2019-10-04T00:00:00Z,316,imidacloprid,105827-78-9,0.3,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
11571555,C14H13F3N6O5S,434.35,"InChI=1S/C14H13F3N6O5S/c1-26-8-6-9(27-2)23-13(19-8)20-12(21-23)22-29(24,25)10-7(14(15,16)17)4-5-18-11(10)28-3/h4-6H,1-3H3,(H,21,22)","N-(5,7-dimethoxy-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)-2-methoxy-4-(trifluoromethyl)pyridine-3-sulfonamide",1.7,434.06202320,GLBLPMUBLHYFCW-UHFFFAOYSA-N,576876,SKUTERUD,Freshwater,2019-06-05T00:00:00Z,666538,pyroxsulam,422556-08-9,0.011,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,576877,SKUTERUD,Freshwater,2019-06-19T00:00:00Z,1879,fluroxypyr,69377-81-7,0.25,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
15553,C6H3Cl2NO2,192.00,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)","3,6-dichloropyridine-2-carboxylic acid",2.3,190.9540837,HUBANNPOLNYSAD-UHFFFAOYSA-N,576878,SKUTERUD,Freshwater,2019-06-19T00:00:00Z,1224,clopyralid,1702-17-6,0.16,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576879,SKUTERUD,Freshwater,2019-06-19T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,1.4,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576880,SKUTERUD,Freshwater,2019-07-02T00:00:00Z,124,boscalid,188425-85-6,0.014,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576881,SKUTERUD,Freshwater,2019-07-02T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.011,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
119361,C14H15Cl2N3O,312.2,"InChI=1S/C14H15Cl2N3O/c15-12-4-2-1-3-11(12)7-14(20,13(16)5-6-13)8-19-10-17-9-18-19/h1-4,9-10,20H,5-8H2","2-(1-chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",2.7,311.0592175,HHUQPWODPBDTLI-UHFFFAOYSA-N,576882,SKUTERUD,Freshwater,2019-07-02T00:00:00Z,2029992,prothioconazole-desthio,120983-64-4,0.014,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
11434448,C18H12Cl2F3N3O,414.2,"InChI=1S/C18H12Cl2F3N3O/c1-26-8-12(16(25-26)17(22)23)18(27)24-15-5-3-10(21)7-11(15)9-2-4-13(19)14(20)6-9/h2-8,17H,1H3,(H,24,27)","N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",4.7,413.0309519,LDLMOOXUCMHBMZ-UHFFFAOYSA-N,576883,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,700005,bixafen,581809-46-3,0.028,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,576884,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,124,boscalid,188425-85-6,0.015,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
8427,C9H8Cl2O3,235.06,"InChI=1S/C9H8Cl2O3/c1-5(9(12)13)14-8-3-2-6(10)4-7(8)11/h2-5H,1H3,(H,12,13)","2-(2,4-dichlorophenoxy)propanoic acid",3.4,233.9850495,MZHCENGPTKEIGP-UHFFFAOYSA-N,576885,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,1299095,dichlorprop,120-36-5,0.035,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,576886,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,1879,fluroxypyr,69377-81-7,0.6,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
25429,C9H9N3O2,191.19,"InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)",methyl N-(1H-benzimidazol-2-yl)carbamate,1.5,191.069476538,TWFZGCMQGLPBSX-UHFFFAOYSA-N,576887,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,144,carbendazim,102040-01-7,0.013,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
15553,C6H3Cl2NO2,192.00,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)","3,6-dichloropyridine-2-carboxylic acid",2.3,190.9540837,HUBANNPOLNYSAD-UHFFFAOYSA-N,576888,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,1224,clopyralid,1702-17-6,0.23,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576889,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,1.2,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
7153,C10H11ClO3,214.64,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",2-(4-chloro-2-methylphenoxy)propanoic acid,3.1,214.0396719,WNTGYJSOUMFZEP-UHFFFAOYSA-N,576890,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,356,mecoprop,101012-85-5,0.013,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
43234,C15H17Cl2N3O2,342.2,"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",3.5,341.0697822,STJLVHWMYQXCPB-UHFFFAOYSA-N,576891,SKUTERUD,Freshwater,2019-07-16T00:00:00Z,1284975,propiconazole,60207-90-1,0.017,ug/L,Skuterudbekken,59.68492,10.83106,WGS1984 UTM Zone 32N
11292824,C23H22ClNO4,411.9,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,3.9,411.1237359,KWLVWJPJKJMCSH-UHFFFAOYSA-N,576659,HEIA,Freshwater,2019-08-08T00:00:00Z,1173262,mandipropamid,374726-62-2,0.36,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
11292824,C23H22ClNO4,411.9,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,3.9,411.1237359,KWLVWJPJKJMCSH-UHFFFAOYSA-N,576673,HEIA,Freshwater,2019-08-19T00:00:00Z,1173262,mandipropamid,374726-62-2,0.062,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
11292824,C23H22ClNO4,411.9,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,3.9,411.1237359,KWLVWJPJKJMCSH-UHFFFAOYSA-N,576686,HEIA,Freshwater,2019-08-23T00:00:00Z,1173262,mandipropamid,374726-62-2,0.014,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576618,HEIA,Freshwater,2019-05-21T00:00:00Z,950842,metalaxyl,102256-63-3,0.011,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576642,HEIA,Freshwater,2019-07-02T00:00:00Z,950842,metalaxyl,102256-63-3,0.016,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576652,HEIA,Freshwater,2019-07-16T00:00:00Z,950842,metalaxyl,102256-63-3,0.059,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576661,HEIA,Freshwater,2019-08-08T00:00:00Z,950842,metalaxyl,102256-63-3,0.058,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576675,HEIA,Freshwater,2019-08-19T00:00:00Z,950842,metalaxyl,102256-63-3,0.038,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576688,HEIA,Freshwater,2019-08-23T00:00:00Z,950842,metalaxyl,102256-63-3,0.041,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576698,HEIA,Freshwater,2019-09-01T00:00:00Z,950842,metalaxyl,102256-63-3,0.027,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576708,HEIA,Freshwater,2019-09-20T00:00:00Z,950842,metalaxyl,102256-63-3,0.026,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
42586,C15H21NO4,279.33,"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3","methyl 2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate",1.6,279.14705815,ZQEIXNIJLIKNTD-UHFFFAOYSA-N,576715,HEIA,Freshwater,2019-10-04T00:00:00Z,950842,metalaxyl,102256-63-3,0.021,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
38854,C10H10N4O,202.21,"InChI=1S/C10H10N4O/c1-7-12-13-9(10(15)14(7)11)8-5-3-2-4-6-8/h2-6H,11H2,1H3","4-amino-3-methyl-6-phenyl-1,2,4-triazin-5-one",0.7,202.08546096,VHCNQEUWZYOAEV-UHFFFAOYSA-N,576643,HEIA,Freshwater,2019-07-02T00:00:00Z,366,metamitron,41394-05-2,0.012,ug/L,Heiabekken,59.3578,10.79768,WGS1984 UTM Zone 32N
